"session_id","first_event_at","command_count","login_attempts","vt_flagged","dshield_flagged","country","asn","as_name","is_vpn","is_proxy","is_tor","organization","threat_level","dshield_attacks","dshield_count","spur_client_type"
"82b28f1049d5","2025-10-24 19:05:47.117728+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9344d5bec2b0","2025-10-24 19:04:03.879854+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"5dcb285cf36b","2025-10-24 19:03:07.355398+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ad29fe3069d2","2025-10-24 19:02:22.173035+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"405a15f8956b","2025-10-24 19:00:39.020179+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a060ce2b888d","2025-10-24 19:00:35.550945+00",20,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a5fe52bf30bc","2025-10-24 18:58:52.897719+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"c2df00c8e349","2025-10-24 18:57:15.491051+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"28bac5f0d857","2025-10-24 18:55:35.425629+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"78a55abdc97c","2025-10-24 18:53:58.127239+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0263d35d7ea8","2025-10-24 18:52:28.073941+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0b4af3f2ec8d","2025-10-24 18:51:28.02941+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"82638dee5139","2025-10-24 18:39:44.623181+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b504c9fea64c","2025-10-24 18:36:39.583373+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"62af9c5cc8f0","2025-10-24 18:19:49.40192+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e4b9b67f8288","2025-10-24 17:52:21.014487+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"a62ddce811eb","2025-10-24 17:44:26.923385+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"16d3ffbd8a37","2025-10-24 16:40:15.967269+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"c1253a60a434","2025-10-24 16:40:06.206739+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"f835e8a53404","2025-10-24 16:39:46.24063+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"64c598dc5954","2025-10-24 16:30:59.278172+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"300463ace9bb","2025-10-24 16:15:22.652162+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"be42993a8ccc","2025-10-24 16:15:22.450503+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6e844782926f","2025-10-24 16:04:10.916417+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"313ac978949a","2025-10-24 16:00:05.800772+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"052a3d70b1e0","2025-10-24 15:39:19.731361+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"730db4c0e69e","2025-10-24 15:39:07.352848+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b63f7165f6a9","2025-10-24 15:35:34.548126+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"2c864e1bf5a0","2025-10-24 15:34:10.904991+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"033f1b40e74e","2025-10-24 15:26:23.171227+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"bd3a7e5769c5","2025-10-23 23:48:06.07868+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b98673df7164","2025-10-23 23:47:55.999111+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0469500ed7dd","2025-10-23 23:39:59.617438+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"579fd63afb05","2025-10-23 23:36:00.277685+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"21a7dd696bf9","2025-10-23 23:35:28.307267+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0ef4550e4f57","2025-10-23 23:33:58.260604+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"d88854d4ec8c","2025-10-23 23:32:34.269082+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"73d3ed02e631","2025-10-23 23:31:06.51874+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"50204e7d1614","2025-10-23 23:30:32.743188+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"d77af697fb4b","2025-10-23 23:30:32.575282+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"be95f91ed73e","2025-10-23 23:30:32.25524+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"6635168c70ac","2025-10-23 23:29:34.239166+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"f112dd46ddf1","2025-10-23 23:28:00.055966+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"281b1af04abc","2025-10-23 23:26:28.68242+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"d8b542c8f5dc","2025-10-23 23:25:05.949947+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"c5a80413f074","2025-10-23 23:24:57.854234+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8c43d7ef7f1e","2025-10-23 23:23:23.408789+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"f297347024ba","2025-10-23 23:21:48.145992+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"1b7d5de9959e","2025-10-23 23:20:19.168394+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"0e1e28576138","2025-10-23 23:18:54.477486+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8ff09bbf6ee9","2025-10-23 23:17:25.454063+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"da5ce579469b","2025-10-23 23:15:54.097522+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"b2ed0326084a","2025-10-23 23:14:25.539092+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e4d8012ca724","2025-10-23 23:12:58.203847+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"e28d3d7eb886","2025-10-23 23:11:28.662244+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"4f24aa345b09","2025-10-23 23:09:56.156028+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"3fc08ceccfa5","2025-10-23 23:08:23.203328+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"337c2e08a422","2025-10-23 23:06:56.665169+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"34342eb7bd09","2025-10-23 23:05:28.796387+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"8c9881a1b5a4","2025-10-23 23:03:57.643268+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"ceb5b6828e8d","2025-10-23 23:02:24.50969+00",0,1,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"9afbbe95bb73","2025-10-23 23:01:17.333133+00",0,0,False,False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
